Storename,Product,Size/Weight,Unit Price,Sale Price,Saving
PAK'nSAVE Westgate,Mrs Rogers Naturals Eco Sumac,30g,$0.66/10g,2 for $3.00 ($1.50 ea),$0.49 ea
PAK'nSAVE Westgate,Bluebird Originals Ready Salted Potato Chips,150g,$1.33/100g,$1.99,$0.00
PAK'nSAVE Westgate,Bluebird Originals Chicken Potato Chips,150g,$1.33/100g,$1.99,$0.00
PAK'nSAVE Westgate,Bluebird Originals Sour Cream & Chives Potato Chips,150g,$1.33/100g,$1.99,$0.00
PAK'nSAVE Westgate,Bluebird Originals Salt & Vinegar Potato Chips,150g,$1.33/100g,$1.99,$0.00
PAK'nSAVE Westgate,Bluebird Thinly Cut Ready Salted Potato Chips,140g,$1.42/100g,$1.99,$0.00
PAK'nSAVE Westgate,Bluebird Thinly Cut Sour Cream & Chives Potato Chips,140g,$1.42/100g,$1.99,$0.00
PAK'nSAVE Westgate,Bluebird Thinly Cut Chicken Potato Chips,140g,$1.42/100g,$1.99,$0.00
PAK'nSAVE Westgate,Bluebird Thinly Cut Salt & Vinegar Potato Chips,140g,$1.42/100g,$1.99,$0.00
PAK'nSAVE Westgate,Bluebird Originals Green Onion Potato Chips,150g,$1.33/100g,$1.99,$0.00
PAK'nSAVE Westgate,Mrs Rogers Naturals Eco Tarragon Leaves,7g,$2.84/10g,2 for $3.00 ($1.50 ea),$0.49 ea
PAK'nSAVE Westgate,Bluebird Thick Cut Epic Salt & Vinegar Potato Chips,150g,$1.33/100g,$1.99,$0.00
PAK'nSAVE Westgate,Bluebird Thick Cut Salted Potato Chips,150g,$1.33/100g,$1.99,$0.00
PAK'nSAVE Westgate,Eta Ridgies Smoky Bacon & & Cheese Potato Chips,140g,$1.42/100g,$1.99,$0.00
PAK'nSAVE Westgate,Eta Ridgies Ready Salted Potato Chips,140g,$1.42/100g,$1.99,$0.00
PAK'nSAVE Westgate,Bluebird Originals Lamb & Mint Potato Chips,140g,$1.42/100g,$1.99,$0.00
PAK'nSAVE Westgate,Mrs Rogers Naturals Eco Mint,10g,$1.99/10g,2 for $3.00 ($1.50 ea),$0.49 ea
PAK'nSAVE Westgate,Mrs Rogers Eco White Sesame Seeds,40g,$0.50/10g,2 for $3.00 ($1.50 ea),$0.49 ea
PAK'nSAVE Westgate,Mrs Rogers Naturals Eco Ground Chipotle,30g,$0.66/10g,2 for $3.00 ($1.50 ea),$0.49 ea
PAK'nSAVE Westgate,Eta Uppercuts Sea Salt Potato Chips,140g,$1.42/100g,$1.99,$0.00
PAK'nSAVE Westgate,Mrs Rogers Naturals Eco Mixed Spice,30g,$0.66/10g,2 for $3.00 ($1.50 ea),$0.49 ea
PAK'nSAVE Westgate,Mrs Rogers Naturals Eco Onion Flakes,20g,$1.00/10g,2 for $3.00 ($1.50 ea),$0.49 ea
PAK'nSAVE Westgate,Mrs Rogers Naturals Eco Ground Cloves,35g,$0.57/10g,2 for $3.00 ($1.50 ea),$0.49 ea
PAK'nSAVE Westgate,Mrs Rogers Naturals Eco Parsley,8g,$2.49/10g,2 for $3.00 ($1.50 ea),$0.49 ea
PAK'nSAVE Westgate,Everytime Rice Moments Honey & Soy Flavour Thick Rice Crackers,100g,$1.99/100g,$1.99,$0.00
PAK'nSAVE Westgate,Mrs Rogers Naturals Eco Basil,10g,$1.99/10g,2 for $3.00 ($1.50 ea),$0.49 ea
