Storename,Product,Size/Weight,Unit Price,Sale Price,Saving
PAK'nSAVE Mt Albert,RJ's Oddfellows Mints,200g,$1.35/100g,$2.69,$0.00
PAK'nSAVE Mt Albert,Fabulicious Green Apple Sherbert Fizz,200g,$1.35/100g,$2.69,$0.00
PAK'nSAVE Mt Albert,Fabulicious Sour Gummy Rings Duos,180g,$1.49/100g,$2.69,$0.00
PAK'nSAVE Mt Albert,RJ's Fabulicious Grape Sherbert Fizz Crunch,180g,$1.49/100g,$2.69,$0.00
PAK'nSAVE Mt Albert,Fabulicious Mixed Flavour Sherbert Fizz,180g,$1.49/100g,$2.69,$0.00
PAK'nSAVE Mt Albert,Haribo Watermelons Confectionery,140g,$1.92/100g,2 for $5.00 ($2.50 ea),$0.19 ea
PAK'nSAVE Mt Albert,Vitasoy Unsweetened Oat Milk,1l,$2.69/1L,$2.69,$0.00
PAK'nSAVE Mt Albert,Pams Jasmine Rice,1kg,$0.27/100g,$2.69,$0.00
PAK'nSAVE Mt Albert,Haribo Fruity Wormies Confectionery,140g,$1.92/100g,2 for $5.00 ($2.50 ea),$0.19 ea
PAK'nSAVE Mt Albert,Haribo Goldbears,150g,$1.79/100g,2 for $5.00 ($2.50 ea),$0.19 ea
PAK'nSAVE Mt Albert,Haribo Sweet & Sour Bears,140g,$1.92/100g,2 for $5.00 ($2.50 ea),$0.19 ea
PAK'nSAVE Mt Albert,Haribo Tangfastics,150g,$1.79/100g,2 for $5.00 ($2.50 ea),$0.19 ea
PAK'nSAVE Mt Albert,Eta Crunches Sour Cream & Chives Flavoured Crackers,160g,$1.68/100g,3 for $5.00 ($1.67 ea),$1.02 ea
PAK'nSAVE Mt Albert,Eta Crunches Roast Chicken Flavoured Crackers,160g,$1.68/100g,3 for $5.00 ($1.67 ea),$1.02 ea
PAK'nSAVE Mt Albert,Haribo Vulcano Fizz,140g,$1.92/100g,2 for $5.00 ($2.50 ea),$0.19 ea
PAK'nSAVE Mt Albert,Eta Crunches Cheese & Onion Flavoured Crackers,160g,$1.68/100g,3 for $5.00 ($1.67 ea),$1.02 ea
PAK'nSAVE Mt Albert,Vitasoy Unsweetened Almond Milk,1l,$2.69/1L,$2.69,$0.00
PAK'nSAVE Mt Albert,Haribo Starmix,150g,$1.79/100g,2 for $5.00 ($2.50 ea),$0.19 ea
PAK'nSAVE Mt Albert,Arnott's Shortbread Cream Biscuits,250g,$1.08/100g,$2.69,$0.00
PAK'nSAVE Mt Albert,Arnott's Lemon Crisp Biscuits,250g,$1.08/100g,$2.69,$0.00
PAK'nSAVE Mt Albert,Marumiya Ajidoraku Furikake Rice Seasoning,25g,$10.76/100g,$2.69,$0.00
PAK'nSAVE Mt Albert,Arnott's Monte Carlo Biscuits,250g,$1.08/100g,$2.69,$0.00
PAK'nSAVE Mt Albert,Marumiya Noritama Furikake Rice Seasoning,25g,$10.76/100g,$2.69,$0.00
PAK'nSAVE Mt Albert,Arnott's Cracker Chips Honey Soy Chicken Cracker Chips,150g,$1.86/100g,$2.79,$0.00
PAK'nSAVE Mt Albert,Arnott's Cracker Chips Balsamic Vinegar & Sea Salt Cracker Chips,150g,$1.86/100g,$2.79,$0.00
PAK'nSAVE Mt Albert,Arnott's Cracker Chips Sea Salt Cracker Chips,150g,$1.86/100g,$2.79,$0.00
PAK'nSAVE Mt Albert,Wattie's Condensed Tomato Soup,420g,$0.66/100g,$2.79,$0.00
PAK'nSAVE Mt Albert,Wattie's Condensed Salt Reduced Tomato Soup,420g,$0.66/100g,$2.79,$0.00
PAK'nSAVE Mt Albert,Wattie's Condensed Creamy Chicken Soup,420g,$0.66/100g,$2.79,$0.00
PAK'nSAVE Mt Albert,Wattie's Condensed Creamy Pumpkin Soup,420g,$0.66/100g,$2.79,$0.00
PAK'nSAVE Mt Albert,Bluebird Crispy Chicken Crackers,160g,$1.74/100g,$2.79,$0.00
PAK'nSAVE Mt Albert,Bluebird Sour Cream & Chives Crackers,160g,$1.74/100g,$2.79,$0.00
PAK'nSAVE Mt Albert,Arnott's Shapes Light & Crispy Honey Soy Chicken Snacks,120g,$2.33/100g,$2.79,$0.00
PAK'nSAVE Mt Albert,Arnott's Shapes Light & Crispy Sour Cream & Chive Snacks,120g,$2.33/100g,$2.79,$0.00
PAK'nSAVE Mt Albert,Hellers Cheese Bierstick Mini Bites,70g,$39.86/1kg,$2.79,$0.00
PAK'nSAVE Mt Albert,Sealord Lemon Sesame & Ginger Tuna,110g,$2.54/100g,$2.79,$0.00
PAK'nSAVE Mt Albert,Hellers Classic Pepperoni Salami Stick,120g,$23.25/1kg,$2.79,$0.00
PAK'nSAVE Mt Albert,Hellers Smokey Chorizo Mini Bites,70g,$39.86/1kg,$2.79,$0.00
PAK'nSAVE Mt Albert,Nippy's Iced Mocha Flavoured Milk,375ml,$7.44/1L,$2.79,$0.00
PAK'nSAVE Mt Albert,Nippy's Iced Coffee Flavoured Milk,375ml,$7.44/1L,$2.79,$0.00
PAK'nSAVE Mt Albert,Nippy's Chocolate Flavoured Milk,375ml,$7.44/1L,$2.79,$0.00
PAK'nSAVE Mt Albert,Griffin's Classic Cameo Cremes,250g,$1.12/100g,$2.79,$0.00
PAK'nSAVE Mt Albert,Griffin's Lemon Treats Biscuits,250g,$1.12/100g,$2.79,$0.00
PAK'nSAVE Mt Albert,Griffin's Melting Moments Biscuits,250g,$1.12/100g,$2.79,$0.00
PAK'nSAVE Mt Albert,Wattie's Garlic Pasta Sauce,420g,$0.66/100g,$2.79,$0.00
PAK'nSAVE Mt Albert,Wattie's Original Pasta Sauce,420g,$0.66/100g,$2.79,$0.00
PAK'nSAVE Mt Albert,Wattie's Tomato & Herb Pasta Sauce,420g,$0.66/100g,$2.79,$0.00
PAK'nSAVE Mt Albert,Kettle Chip Company Sea Salt Potato Chips,150g,$1.86/100g,$2.79,$0.00
PAK'nSAVE Mt Albert,Pringles Original Potato Chips,134g,$2.08/100g,$2.79,$0.00
PAK'nSAVE Mt Albert,Kettle Chip Company Honey Soy Chicken Potato Chips,150g,$1.86/100g,$2.79,$0.00
PAK'nSAVE Mt Albert,Pringles Sour Cream & Onion Potato Chips,134g,$2.08/100g,$2.79,$0.00
PAK'nSAVE Mt Albert,Pringles BBQ Potato Chips,134g,$2.08/100g,$2.79,$0.00
PAK'nSAVE Mt Albert,Pams Baby Spinach,120g,$24.08/1kg,2 for $5.00 ($2.50 ea),$0.39 ea
PAK'nSAVE Mt Albert,Hellers Shaved Manuka Smoked Ham,100g,$28.90/1kg,2 for $5.00 ($2.50 ea),$0.39 ea
PAK'nSAVE Mt Albert,Hellers Shaved Champagne Leg Ham,100g,$28.90/1kg,2 for $5.00 ($2.50 ea),$0.39 ea
PAK'nSAVE Mt Albert,Hellers Shaved Honey Baked Ham,100g,$28.90/1kg,2 for $5.00 ($2.50 ea),$0.39 ea
PAK'nSAVE Mt Albert,Hellers Sliced Pepperoni Salami,100g,$28.90/1kg,2 for $5.00 ($2.50 ea),$0.39 ea
PAK'nSAVE Mt Albert,Hellers Mild Salami,90g,$32.11/1kg,2 for $5.00 ($2.50 ea),$0.39 ea
PAK'nSAVE Mt Albert,Hellers Pizza Salami,90g,$32.11/1kg,2 for $5.00 ($2.50 ea),$0.39 ea
PAK'nSAVE Mt Albert,Hellers Sliced Italian Salami,100g,$28.90/1kg,2 for $5.00 ($2.50 ea),$0.39 ea
PAK'nSAVE Mt Albert,Ben's Original Jasmine Rice Microwave Pouch,250g,$1.16/100g,2 for $5.00 ($2.50 ea),$0.39 ea
PAK'nSAVE Mt Albert,Ben's Original Lightly Flavoured Garlic Rice Microwave Pouch,250g,$1.16/100g,2 for $5.00 ($2.50 ea),$0.39 ea
PAK'nSAVE Mt Albert,Ben's Original Mexican Style Rice Microwave Pouch,250g,$1.16/100g,2 for $5.00 ($2.50 ea),$0.39 ea
PAK'nSAVE Mt Albert,Ben's Original Egg Fried Rice Microwave Pouch,250g,$1.16/100g,2 for $5.00 ($2.50 ea),$0.39 ea
PAK'nSAVE Mt Albert,Ben's Original Basmati Rice Microwave Pouch,250g,$1.16/100g,2 for $5.00 ($2.50 ea),$0.39 ea
PAK'nSAVE Mt Albert,Ben's Original Tomato & Basil Rice Microwave Pouch,250g,$1.16/100g,2 for $5.00 ($2.50 ea),$0.39 ea
PAK'nSAVE Mt Albert,Ben's Original Golden Vegetable Rice Microwave Pouch,250g,$1.16/100g,2 for $5.00 ($2.50 ea),$0.39 ea
PAK'nSAVE Mt Albert,Ben's Original Brown Rice Microwave Pouch,250g,$1.16/100g,2 for $5.00 ($2.50 ea),$0.39 ea
PAK'nSAVE Mt Albert,Ben's Original Savoury Chicken Flavour Rice Microwave Pouch,250g,$1.16/100g,2 for $5.00 ($2.50 ea),$0.39 ea
PAK'nSAVE Mt Albert,Ben's Original Vegetable Pilau Rice Microwave Pouch,250g,$1.16/100g,2 for $5.00 ($2.50 ea),$0.39 ea
PAK'nSAVE Mt Albert,Ghiotti Garlic Grissini,125g,$2.31/100g,$2.89,$0.00
PAK'nSAVE Mt Albert,Ocean Spray 50% Less Sugar Craisins Dried Cranberries,150g,$19.27/1kg,$2.89,$0.00
PAK'nSAVE Mt Albert,Ocean Spray Original Craisins Dried Cranberries,150g,$19.27/1kg,$2.89,$0.00
PAK'nSAVE Mt Albert,Arnott's Digestive Milk Chocolate Biscuits,200g,$1.45/100g,$2.89,$0.00
PAK'nSAVE Mt Albert,Arnott's Chocolate Butternut Snap Biscuits,200g,$1.45/100g,$2.89,$0.00
PAK'nSAVE Mt Albert,Arnott's Chocolate Scotch Finger Biscuits,250g,$1.16/100g,$2.89,$0.00
PAK'nSAVE Mt Albert,Crown Pumpkin,ea,,$2.99,$0.00
PAK'nSAVE Mt Albert,Green Capsicum,ea,,2 for $5.00 ($2.50 ea),$0.49 ea
PAK'nSAVE Mt Albert,Cauliflower,ea,,$2.99,$0.00
PAK'nSAVE Mt Albert,Chop Chop Sweet Chilli Chunks Of Cooked Chicken Breast,160g,$18.69/1kg,2 for $5.50 ($2.75 ea),$0.24 ea
PAK'nSAVE Mt Albert,Heartland Kettle Apple Cider Vinegar Potato Chips,150g,$1.99/100g,$2.99,$0.00
PAK'nSAVE Mt Albert,Arnott's Salada Original Crackers,250g,$1.20/100g,$2.99,$0.00
PAK'nSAVE Mt Albert,Arnott's Vita-Weat 9 Grains Crispbread,250g,$1.20/100g,$2.99,$0.00
PAK'nSAVE Mt Albert,Arnott's Cruskits Low Fat Crispbread,125g,$2.39/100g,$2.99,$0.00
PAK'nSAVE Mt Albert,Arnott's Vita-Weat Cracked Pepper Crispbread,250g,$1.20/100g,$2.99,$0.00
PAK'nSAVE Mt Albert,Heartland Kettle Cooked Southern Sea Salt Potato Chips,150g,$1.99/100g,$2.99,$0.00
PAK'nSAVE Mt Albert,Chop Chop Teriyaki Pieces Of Cooked Chicken Breast,160g,$18.69/1kg,2 for $5.50 ($2.75 ea),$0.24 ea
PAK'nSAVE Mt Albert,Chop Chop Lite Mayo Shredded Cooked Chicken Breast,160g,$18.69/1kg,2 for $5.50 ($2.75 ea),$0.24 ea
PAK'nSAVE Mt Albert,Heartland Extreme Crunch Maple Bacon Kettle Waves Potato Chips,150g,$1.99/100g,$2.99,$0.00
PAK'nSAVE Mt Albert,Heartland Extreme Crunch Apple Cider Vinegar Kettle Waves Potato Chips,150g,$1.99/100g,$2.99,$0.00
PAK'nSAVE Mt Albert,Mother Earth Chocolate Chip Baked Oaty Slices,6 x 40g,$1.25/100g,$2.99,$0.00
PAK'nSAVE Mt Albert,Mother Earth Afghan Baked Oaty Slices,6 x 40g,$1.25/100g,$2.99,$0.00
PAK'nSAVE Mt Albert,Mother Earth Apricot Choc Baked Oaty Slices,6 x 40g,$1.25/100g,$2.99,$0.00
PAK'nSAVE Mt Albert,Mother Earth Raspberry & White Choc Baked Oaty Slices,6 x 40g,$1.25/100g,$2.99,$0.00
PAK'nSAVE Mt Albert,Mother Earth Anzac Baked Oaty Slices,6 x 40g,$1.25/100g,$2.99,$0.00
PAK'nSAVE Mt Albert,Oreo Original Cookies Family Pack,393g,$0.76/100g,$2.99,$0.00
PAK'nSAVE Mt Albert,Heartland Kettle Cooked Tokyo Tang Wasabi Mayonnaise Potato Chips,150g,$1.99/100g,$2.99,$0.00
PAK'nSAVE Mt Albert,Chop Chop Springwater Pieces Of Cooked Chicken Breast,160g,$18.69/1kg,2 for $5.50 ($2.75 ea),$0.24 ea
PAK'nSAVE Mt Albert,Heartland Extreme Crunch Sweet Chilli Kettle Waves Potato Chips,150g,$1.99/100g,$2.99,$0.00
PAK'nSAVE Mt Albert,Heartland Extreme Crunch Southern Sea Salt Kettle Waves Potato Chips,150g,$1.99/100g,$2.99,$0.00
PAK'nSAVE Mt Albert,Nice & Natural Fruit Blocks Fruit Snacks,6 x 20g,$2.49/100g,$2.99,$0.00
PAK'nSAVE Mt Albert,Navel Oranges Imported,kg,$2.99/1kg,$2.99,$0.00
PAK'nSAVE Mt Albert,Nice & Natural Strings Fruit Snacks,8 x 17g,$2.20/100g,$2.99,$0.00
PAK'nSAVE Mt Albert,Sun-Maid Natural California Raisins,250g,$11.96/1kg,$2.99,$0.00
PAK'nSAVE Mt Albert,Pams Whole Corn Kernels,1kg,$2.99/1kg,$2.99,$0.00
PAK'nSAVE Mt Albert,Pizza Bread,ea,,$2.99,$0.00
PAK'nSAVE Mt Albert,Leanne's Kitchen Pork and Cabbage Dumplings,250g,$1.20/100g,$3.00,$0.00
PAK'nSAVE Mt Albert,Leanne's Kitchen Pork and Prawn Dumplings,250g,$1.20/100g,$3.00,$0.00
PAK'nSAVE Mt Albert,Leanne's Kitchen Chicken and Vegetable Dumplings,250g,$1.20/100g,$3.00,$0.00
PAK'nSAVE Mt Albert,Leanne's Kitchen Vegetarian Dumplings,250g,$1.20/100g,$3.00,$0.00
PAK'nSAVE Mt Albert,Dairyworks Mozzarella Grated Cheese,100g,$3.00/100g,$3.00,$0.00
PAK'nSAVE Mt Albert,Griffin's Milk Arrowroot Biscuits,250g,$1.28/100g,2 for $5.50 ($2.75 ea),$0.44 ea
PAK'nSAVE Mt Albert,Griffin's Gingernuts Biscuits,250g,$1.28/100g,2 for $5.50 ($2.75 ea),$0.44 ea
PAK'nSAVE Mt Albert,Griffin's Waffle Caramel Spice Biscuits,195g,$1.64/100g,2 for $5.50 ($2.75 ea),$0.44 ea
PAK'nSAVE Mt Albert,Griffin's Krispie Biscuits,250g,$1.28/100g,2 for $5.50 ($2.75 ea),$0.44 ea
PAK'nSAVE Mt Albert,Griffin's Malt Biscuits,250g,$1.28/100g,2 for $5.50 ($2.75 ea),$0.44 ea
PAK'nSAVE Mt Albert,Griffin's Vanilla Wine Biscuits,250g,$1.28/100g,2 for $5.50 ($2.75 ea),$0.44 ea
PAK'nSAVE Mt Albert,Griffin's Super Wine Biscuits,250g,$1.28/100g,2 for $5.50 ($2.75 ea),$0.44 ea
PAK'nSAVE Mt Albert,Hutton's Ham & Chicken Flavoured Luncheon,250g,$12.76/1kg,$3.19,$0.00
PAK'nSAVE Mt Albert,Doritos Cheese Supreme Corn Chips Multipack,5 x 18g,$3.66/100g,$3.29,$0.00
PAK'nSAVE Mt Albert,Bluebird Original Ready Salted Potato Chips Multipack,6 x 18g,$3.05/100g,$3.29,$0.00
PAK'nSAVE Mt Albert,Copper Kettle Sea Salt Potato Chips Multipack,5 x 22g,$2.99/100g,$3.29,$0.00
PAK'nSAVE Mt Albert,Chobani Fit Strawberry Yoghurt,160g,$2.06/100g,$3.29,$0.00
PAK'nSAVE Mt Albert,Bluebird Poppa Jacks Corn Snacks Multipack,6 x 12g,$4.57/100g,$3.29,$0.00
PAK'nSAVE Mt Albert,Doritos Thai Sweet Chilli Corn Chips Multipack,5 x 18g,$3.66/100g,$3.29,$0.00
PAK'nSAVE Mt Albert,Bluebird Delisio Sweet Chilli Relish Potato Chips Multipack,5 x 18g,$3.66/100g,$3.29,$0.00
PAK'nSAVE Mt Albert,Chobani Stay Fit With Vanilla Greek Yogurt,150g,$2.19/100g,$3.29,$0.00
PAK'nSAVE Mt Albert,Chobani Live Fit With Raspberry Greek Yogurt Pouch,150g,$2.19/100g,$3.29,$0.00
PAK'nSAVE Mt Albert,Masterfoods Finely Crushed Garlic Jar,170g,$19.35/1kg,$3.29,$0.00
PAK'nSAVE Mt Albert,Ornelle Camembert Cheese,110g,$2.99/100g,$3.29,$0.00
PAK'nSAVE Mt Albert,McCain Superfries Steak Cut Chips,900g,$3.66/1kg,$3.29,$0.00
PAK'nSAVE Mt Albert,Wattie's Irish Stew With Lamb Hearty Soup,535g,$0.61/100g,$3.29,$0.00
PAK'nSAVE Mt Albert,Ornelle Brie Cheese,110g,$2.99/100g,$3.29,$0.00
PAK'nSAVE Mt Albert,Wattie's Very Special Creamy Pumpkin Soup,535g,$0.61/100g,$3.29,$0.00
PAK'nSAVE Mt Albert,Wattie's Very Special Creamy Tomato Soup,535g,$0.61/100g,$3.29,$0.00
PAK'nSAVE Mt Albert,Wattie's Very Special Creamy Mushroom Soup,520g,$0.63/100g,$3.29,$0.00
PAK'nSAVE Mt Albert,Wattie's Very Special Creamy Chicken Soup,535g,$0.61/100g,$3.29,$0.00
PAK'nSAVE Mt Albert,Wattie's Very Special Country Chicken Soup,535g,$0.61/100g,$3.29,$0.00
PAK'nSAVE Mt Albert,Wattie's Very Special Italian Minestrone Soup,535g,$0.61/100g,$3.29,$0.00
PAK'nSAVE Mt Albert,Wattie's Beef Hotpot Hearty Soup,535g,$0.61/100g,$3.29,$0.00
PAK'nSAVE Mt Albert,Wattie's Peppered Steak Hearty Soup,535g,$0.61/100g,$3.29,$0.00
PAK'nSAVE Mt Albert,Wattie's Butter Chicken Hearty Soup,535g,$0.61/100g,$3.29,$0.00
PAK'nSAVE Mt Albert,Wattie's Very Special Chinese Style Chicken & Corn Soup,535g,$0.61/100g,$3.29,$0.00
PAK'nSAVE Mt Albert,Wattie's Very Special Potato & Leek Soup,535g,$0.61/100g,$3.29,$0.00
PAK'nSAVE Mt Albert,McCain Superfries Shoestring Chips,900g,$3.66/1kg,$3.29,$0.00
PAK'nSAVE Mt Albert,McCain Superfries Crinkle Cut Chips,900g,$3.66/1kg,$3.29,$0.00
PAK'nSAVE Mt Albert,McCain Superfries Straight Cut Chips,900g,$3.66/1kg,$3.29,$0.00
PAK'nSAVE Mt Albert,Wattie's Very Special Tomato & Basil Soup,535g,$0.61/100g,$3.29,$0.00
PAK'nSAVE Mt Albert,Wattie's Very Special Country Vegetable Soup,535g,$0.61/100g,$3.29,$0.00
PAK'nSAVE Mt Albert,Wattie's Very Special Kumara & Vegetable Soup,535g,$0.61/100g,$3.29,$0.00
PAK'nSAVE Mt Albert,Wattie's Very Special Pea & Ham Soup,535g,$0.61/100g,$3.29,$0.00
PAK'nSAVE Mt Albert,Arnott's Mint Slice Biscuits,200g,$1.65/100g,$3.29,$0.00
PAK'nSAVE Mt Albert,Verkerks Pizza Salami,90g,$37.67/1kg,$3.39,$0.00
PAK'nSAVE Mt Albert,Verkerks Lean Pepperoni Salami,100g,$33.90/1kg,$3.39,$0.00
PAK'nSAVE Mt Albert,Verkerks Cheese Lunchbox Salamis,100g,$33.90/1kg,$3.39,$0.00
PAK'nSAVE Mt Albert,Verkerks Lean Danish Salami,100g,$33.90/1kg,$3.39,$0.00
PAK'nSAVE Mt Albert,Verkerks Italian Salami,100g,$33.90/1kg,$3.39,$0.00
PAK'nSAVE Mt Albert,Verkerks Chorizo Salami,100g,$33.90/1kg,$3.39,$0.00
PAK'nSAVE Mt Albert,Verkerks Pepperoni Salami,100g,$33.90/1kg,$3.39,$0.00
PAK'nSAVE Mt Albert,Verkerks Danish Salami,100g,$33.90/1kg,$3.39,$0.00
PAK'nSAVE Mt Albert,Verkerks Mild Dutch Lunchbox Salami,100g,$33.90/1kg,$3.39,$0.00
PAK'nSAVE Mt Albert,Verkerks Dutch Salami,100g,$33.90/1kg,$3.39,$0.00
PAK'nSAVE Mt Albert,Nuttelex Buttery Spread,375g,$0.90/100g,$3.39,$0.00
PAK'nSAVE Mt Albert,Chesdale Processed Colby Cheese Slices,250g,$1.40/100g,$3.49,$0.00
PAK'nSAVE Mt Albert,Grandpa's Meat & Bacon Co. Manuka Smoked Middle Bacon,200g,$17.45/1kg,$3.49,$0.00
PAK'nSAVE Mt Albert,Top Notch BB Beef Grillers,6 x 50g,$11.63/1kg,$3.49,$0.00
PAK'nSAVE Mt Albert,Chesdale Processed Tasty Cheese Slices,250g,$1.40/100g,$3.49,$0.00
PAK'nSAVE Mt Albert,Chesdale Processed Smoked Cheese Slices,250g,$1.40/100g,$3.49,$0.00
PAK'nSAVE Mt Albert,Chesdale Processed Chives Cheese Slices,250g,$1.40/100g,$3.49,$0.00
PAK'nSAVE Mt Albert,Chesdale Cheddar Cheese Slices,250g,$1.40/100g,$3.49,$0.00
PAK'nSAVE Mt Albert,Chesdale Processed Edam Cheese Slices,250g,$1.40/100g,$3.49,$0.00
PAK'nSAVE Mt Albert,Griffin's Toffee Pops Caramelised White Chocolate Biscuits,200g,$1.75/100g,$3.49,$0.00
PAK'nSAVE Mt Albert,Mrs Rogers Naturals Coarse Himalayan Pink Salt,1kg,$0.03/10g,$3.49,$0.00
PAK'nSAVE Mt Albert,Mrs Rogers Himalayan Pink Salt Fine Bag,1kg,$0.03/10g,$3.49,$0.00
PAK'nSAVE Mt Albert,"Wattie's Steam Fresh Sweetcorn, Carrots & Broccoli Vege Mix",320g,$10.91/1kg,$3.49,$0.00
PAK'nSAVE Mt Albert,Wattie's Macaroni Cheese,270g,$1.29/100g,$3.49,$0.00
PAK'nSAVE Mt Albert,Puhoi Valley Real Chocolate Flavoured Milk,300ml,$11.63/1L,$3.49,$0.00
PAK'nSAVE Mt Albert,Wattie's Butter Chicken,250g,$1.40/100g,$3.49,$0.00
PAK'nSAVE Mt Albert,Wattie's Beef Lasagne,250g,$1.40/100g,$3.49,$0.00
PAK'nSAVE Mt Albert,Wattie's Fish Pie,250g,$1.40/100g,$3.49,$0.00
PAK'nSAVE Mt Albert,Puhoi Valley Arabica Espresso Flavoured Milk,300ml,$11.63/1L,$3.49,$0.00
PAK'nSAVE Mt Albert,Wattie's Cottage Pie,270g,$1.29/100g,$3.49,$0.00
PAK'nSAVE Mt Albert,Wattie's Cheesy Bacon Pasta,250g,$1.40/100g,$3.49,$0.00
PAK'nSAVE Mt Albert,Puhoi Valley Caramel & White Chocolate Flavoured Milk,300ml,$11.63/1L,$3.49,$0.00
PAK'nSAVE Mt Albert,Puhoi Valley Chocolate Honeycomb Milk,300ml,$11.63/1L,$3.49,$0.00
PAK'nSAVE Mt Albert,Griffin's Toffee Pops Original Chocolate Biscuits,200g,$1.75/100g,$3.49,$0.00
PAK'nSAVE Mt Albert,Griffin's MallowPuffs Original Chocolate Biscuits,200g,$1.75/100g,$3.49,$0.00
PAK'nSAVE Mt Albert,Griffin's MallowPuffs Double Chocolate Biscuits,200g,$1.75/100g,$3.49,$0.00
PAK'nSAVE Mt Albert,Griffin's Chocolate Macaroon Biscuits,200g,$1.75/100g,$3.49,$0.00
PAK'nSAVE Mt Albert,McCain Pub Style Steak Cut Beer Batter Chips,750g,$4.65/1kg,$3.49,$0.00
PAK'nSAVE Mt Albert,Griffin's Chocolate Sultana Pasties Biscuits,185g,$1.89/100g,$3.49,$0.00
PAK'nSAVE Mt Albert,Griffin's Squiggles Hokey Pokey Chocolate Biscuits,215g,$1.62/100g,$3.49,$0.00
PAK'nSAVE Mt Albert,McCain Pub Style Beer Batter Wedges,750g,$4.65/1kg,$3.49,$0.00
PAK'nSAVE Mt Albert,McCain AirFryer Steak Cut Chips,750g,$4.65/1kg,$3.49,$0.00
PAK'nSAVE Mt Albert,Oxford Pies Cornish Pastie,250g,$1.40/100g,$3.49,$0.00
PAK'nSAVE Mt Albert,McCain AirFryer Hash Browns,525g,$6.65/1kg,$3.49,$0.00
PAK'nSAVE Mt Albert,Aunt Betty's Saucy Centres Banoffee Banana Caramel Pudding,2 x 100g,$1.78/100g,$3.55,$0.00
PAK'nSAVE Mt Albert,Aunt Betty's Saucy Centres Chocolate Churro Puddings,2 x 100g,$1.78/100g,$3.55,$0.00
PAK'nSAVE Mt Albert,Mexicano Cheese Corn Chips,300g,$1.20/100g,$3.59,$0.00
PAK'nSAVE Mt Albert,Mexicano Jalapeno Corn Chips,300g,$1.20/100g,$3.59,$0.00
PAK'nSAVE Mt Albert,Mexicano Natural Corn Chips,300g,$1.20/100g,$3.59,$0.00
PAK'nSAVE Mt Albert,Continental Chicken Curry Flavour Pasta & Sauce,145g,$2.48/100g,$3.59,$0.00
PAK'nSAVE Mt Albert,Continental Alfredo Pasta & Sauce,145g,$2.48/100g,$3.59,$0.00
PAK'nSAVE Mt Albert,Continental Macc & Cheese Pasta & Sauce,145g,$2.48/100g,$3.59,$0.00
PAK'nSAVE Mt Albert,Country Pride Shaved Leg Ham,200g,$17.95/1kg,$3.59,$0.00
PAK'nSAVE Mt Albert,Continental Bacon Carbonara Pasta & Sauce,145g,$2.48/100g,$3.59,$0.00
PAK'nSAVE Mt Albert,Country Pride Ham & Chicken Flavoured Premium Luncheon,200g,$17.95/1kg,$3.59,$0.00
PAK'nSAVE Mt Albert,Wattie's Tomato Sauce,560g,$0.66/100g,$3.69,$0.00
PAK'nSAVE Mt Albert,Wattie's BBQ Sauce,560g,$0.66/100g,$3.69,$0.00
PAK'nSAVE Mt Albert,Wattie's Smoked Hickory Flavoured BBQ Sauce,560g,$0.66/100g,$3.69,$0.00
PAK'nSAVE Mt Albert,Wattie's 50% Less Sugar Tomato Sauce Upside Down,540g,$0.68/100g,$3.69,$0.00
PAK'nSAVE Mt Albert,Wattie's Lite Reduced Salt & Sugar Tomato Sauce,555g,$0.66/100g,$3.69,$0.00
PAK'nSAVE Mt Albert,Wattie's Spaghetti With Sausages,420g,$0.88/100g,$3.69,$0.00
PAK'nSAVE Mt Albert,Wattie's Baked Beans With Sausages,420g,$0.88/100g,$3.69,$0.00
PAK'nSAVE Mt Albert,John West Tuna With Chilli,185g,$20.00/1kg,2 for $5.00 ($2.50 ea),$1.20 ea
PAK'nSAVE Mt Albert,John West Chunk Style Tuna Olive Oil Blend,185g,$20.00/1kg,2 for $5.00 ($2.50 ea),$1.20 ea
PAK'nSAVE Mt Albert,John West Chunk Style Tuna In Springwater,185g,$20.00/1kg,2 for $5.00 ($2.50 ea),$1.20 ea
PAK'nSAVE Mt Albert,John West Lemon and Cracked Pepper Tuna Tempters,185g,$20.00/1kg,2 for $5.00 ($2.50 ea),$1.20 ea
PAK'nSAVE Mt Albert,John West Tuna Naturally Smoked,185g,$20.00/1kg,2 for $5.00 ($2.50 ea),$1.20 ea
PAK'nSAVE Mt Albert,Fibre One Lemon Drizzle Squares,5 x 24g,$3.16/100g,$3.79,$0.00
PAK'nSAVE Mt Albert,Fibre One Chocolate Fudge Brownies,5 x 24g,$3.16/100g,$3.79,$0.00
PAK'nSAVE Mt Albert,Act II Light Butter Flavour Microwave Popcorn,241g,$1.57/100g,$3.79,$0.00
PAK'nSAVE Mt Albert,Cheetos Crunchy Cheese Corn Snacks Party Bag,210g,$1.80/100g,$3.79,$0.00
PAK'nSAVE Mt Albert,Cheetos Flamin' Hot Crunchy Corn Snacks Party Bag,210g,$1.80/100g,$3.79,$0.00
PAK'nSAVE Mt Albert,Wattie's Baby Peas,750g,$5.05/1kg,$3.79,$0.00
PAK'nSAVE Mt Albert,Harraways Apple Sultana & Cinnamon Big Serve Oat Sachets,7 x 45g,$1.20/100g,$3.79,$0.00
PAK'nSAVE Mt Albert,Harraways Berry Bonanza Big Serve Oat Sachets,7 x 45g,$1.20/100g,$3.79,$0.00
